player,position,team,age,birth_year,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense
Yahya Attiat Allah,DF,Morocco,27-284,1995,2.0,4,2.34,3,0,0,0,1,0,2,1.17,1,0,0,0,1,0
Yahya Jabrane,MF,Morocco,31-176,1991,0.2,,,,,,,,,,,,,,,,
Yann Sommer,GK,Switzerland,33-359,1988,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Yannick Carrasco,FW,Belgium,29-098,1993,1.3,4,3.10,2,0,1,1,0,0,0,0.00,0,0,0,0,0,0
Yasser Al-Shahrani,DF,Saudi Arabia,30-200,1992,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Yassine Bounou,GK,Morocco,31-250,1991,4.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Yassine Meriah,DF,Tunisia,29-162,1993,3.0,3,1.00,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Yeltsin Tejeda,MF,Costa Rica,30-269,1992,3.0,3,1.00,3,0,0,0,0,0,1,0.33,1,0,0,0,0,0
Youri Tielemans,MF,Belgium,25-218,1997,1.1,2,1.89,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Youssef En-Nesyri,FW,Morocco,25-193,1997,4.3,3,0.70,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Youssef Msakni,MF,Tunisia,32-044,1990,1.9,7,3.73,6,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Youssouf Fofana,MF,France,23-335,1999,1.2,1,0.80,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Youssouf Sabaly,DF,Senegal,29-281,1993,4.0,15,3.75,12,1,0,0,2,0,1,0.25,1,0,0,0,0,0
Youssoufa Moukoko,FW,Germany,18-021,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Youstin Salas,DF,Costa Rica,26-177,1996,0.5,1,1.91,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Yuki Soma,FW,Japan,25-289,1997,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Yunus Musah,MF,United States,20-012,2002,3.8,10,2.62,9,0,1,0,0,0,1,0.26,1,0,0,0,0,0
Yuto Nagatomo,MF,Japan,36-090,1986,2.3,2,0.86,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Zakaria Aboukhlal,MF,Morocco,22-296,2000,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Álvaro Morata,FW,Spain,30-049,1992,2.1,4,2.32,4,0,0,0,0,0,2,1.16,2,0,0,0,0,0
Álvaro Zamora,MF,Costa Rica,20-277,2002,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ángel Di María,MF,Argentina,34-300,1988,2.5,15,6.25,12,3,0,0,0,0,2,0.83,2,0,0,0,0,0
Ángelo Preciado,DF,Ecuador,24-296,1998,2.9,5,1.70,4,0,0,1,0,0,1,0.34,1,0,0,0,0,0
Éder Militão,DF,Brazil,24-327,1998,3.9,6,1.56,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Óscar Duarte,DF,Costa Rica,33-191,1989,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
İlkay Gündoğan,MF,Germany,32-048,1990,2.1,6,2.86,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
